pattern	decision	modification	tinyIds	n_tinyIds	decided_at	run_id	notes
Grade of	remove		0xPSrsSzx3 1WLAQb8IQh 3QUbngg_SX 5dgSlBLjNE 7JRnvtT6U 7JXgsZu5C9Q 7gno0g6AQC 7xjPkYFM89 81GquMzpq5H 8HZAGTg7ys 8Sh8nm3v2z 9DurwQ8wTR AuSNgJjKN BKwplOqNU FagzSWX4Ad GIPYPWB8V GSUemCV31B HbGHgZ8veF HzSbpFpSnW J3Qd0tvKxP JJQuAFqWc Jm0F3hxzsk JqvtjW5QnB JtS4ORa2GR KmPegevSpU Lr_7meCkgA M2z0d0XTM M7gfkYXLFt MIs6RiTPpj OseKiyB_XC Pxr4sZfoX Qs4bKGadR RHYi4UeA3i SCwHm0HuZ7 St8FTqv8aT TqqET9_c50 WWbWl2sZ1P Wb2Kvdy_F8z XQR594W70 Xkylwu7cAqm YIaEumY0X YzPjo1n_PQ _Vc_I51Wy _dADsFozw_Y _z9kpq7wO a190sl5hW_ a5IGtt0OMq aTCeTiQtPR aYkE_d16D3 adGZxLp7hy eu_qCWOuuu fqL_Zv4TGy h9_Jkn09Tg hPQgKV2vKp hgdwxO9V5K kV0aR1kLm1 kWBDEoUzRy mJWBb_qR9Q mN_YT7x2d nEEpBEmY7A nVOQKbG42H n_rXXJ_xH8 oIfTx6_j74 pr7wpZ1sh_f qz0Bfdl_Oz rJuIVj55pq rx_pRQVaNG sbKr0MAcm uAN37QOn8 vBrRvvxkyH w29YN8jEYCk xDbAq4ARoY zt5Hx8RQEJ	73	2026-03-09T22:33:40.499424	run_20260305_165403	
Grade of difficulty	remove		9DurwQ8wTR GSUemCV31B JqvtjW5QnB Lr_7meCkgA a190sl5hW_ aTCeTiQtPR aYkE_d16D3 zt5Hx8RQEJ	8	2026-03-09T22:33:40.542922	run_20260305_165403	
Graeb intraventricular hemorrhage (IVH) scale	remove		8RqPxaAW_dq GeAmH5ujn2B PZ2s9aMs9DT Umrb3TZG9uM Zeg6TsyfFwC	5	2026-03-09T22:33:40.557670	run_20260305_165403	
Grip strength	remove		1S3vyK1hG_3 40QRcht6hhZ HcjTupOnWYV KdHzG1aZTch vrnq4yQ6mru wf34EvAmMaz	6	2026-03-09T22:33:40.551005	run_20260305_165403	
HOW MANY	remove		7JcxPcsnsg 7kVllv5i3oe 7kdgPqinjl 7kqglwconse 7y0gxvqinsx Qk3ggDcjnjx QkAxDqonix QkLlewqohje QkVZgDqinjx QkzWxD5snsl Qy_egvcjnjl X1LgD5o3sg X1Mllw9jnoe X1VxP5ihoe XyUbgD5ihsx mJgxxP5ohsg mJlblwcihix my3xvqshix	18	2026-03-09T22:33:40.523549	run_20260305_165403	
HOW MANY YEARS did you take	remove		7JcxPcsnsg 7kVllv5i3oe 7kdgPqinjl 7kqglwconse 7y0gxvqinsx Qk3ggDcjnjx QkAxDqonix QkLlewqohje QkVZgDqinjx QkzWxD5snsl Qy_egvcjnjl X1LgD5o3sg X1Mllw9jnoe X1VxP5ihoe XyUbgD5ihsx mJgxxP5ohsg mJlblwcihix my3xvqshix	18	2026-03-09T22:33:40.523558	run_20260305_165403	
HOW OFTEN DID	remove		717lBYcjhsg 719xSFqinox 7kdxSY5o3jg Q1yWSK9s2oe QJEeSFcinsx QyBeSFqjhoe X1IgrK9onil XJvgSt9j2jg Xk6grYqs2je m1AlrF5o3je mJ3gHYcihil mkjgrtconje mytlHYcinsx	13	2026-03-09T22:33:40.530352	run_20260305_165403	
HOW OFTEN DID YOU DRINK	remove		717lBYcjhsg 719xSFqinox 7kdxSY5o3jg Q1yWSK9s2oe QJEeSFcinsx QyBeSFqjhoe X1IgrK9onil XJvgSt9j2jg Xk6grYqs2je m1AlrF5o3je mJ3gHYcihil mkjgrtconje mytlHYcinsx	13	2026-03-09T22:33:40.530374	run_20260305_165403	
HOW OFTEN did	remove		7J7eeD5ihox 7JQeDqjhjl 7yWegv5j2jx Q1Hgv9inoe Q1ileD9jnol QJFgP5jhsl QkBlgw9onog QkpgD9o3je Qywxlv5injx XJjewqjnjg XJk_ePqinsx XJr_lwqshjg XkaxgPqohjx XyvxPcs2ox m1JlePcjnjg m1Yggwcinie m1Zbewqj2sx mkQ_lwcshje	18	2026-03-09T22:33:40.523581	run_20260305_165403	
HOW OFTEN did you take	remove		7J7eeD5ihox 7JQeDqjhjl 7yWegv5j2jx Q1Hgv9inoe Q1ileD9jnol QJFgP5jhsl QkBlgw9onog QkpgD9o3je Qywxlv5injx XJjewqjnjg XJk_ePqinsx XJr_lwqshjg XkaxgPqohjx XyvxPcs2ox m1JlePcjnjg m1Yggwcinie m1Zbewqj2sx mkQ_lwcshje	18	2026-03-09T22:33:40.523589	run_20260305_165403	
Has a	remove		QkePqshjl mJclVu5s3og q4kTZb7Ls zLmD00ECJ	4	2026-03-09T22:33:40.563048	run_20260305_165403	
Has a doctor ever told you that	remove		7kW_uqo2og Q1qlND5onix QJI3vqj3ix QyS2w5shil XyBKDqshjl m1UepY9ohoe mJcNYqinig mkhkF9ohol	8	2026-03-09T22:33:40.542927	run_20260305_165403	
Has a doctor ever told you that your child	remove		71gZsP5s3ol 7yXbiD9o3se QJI3vqj3ix QyS2w5shil XJ6owqonsg m1fXncjnoe	6	2026-03-09T22:33:40.551015	run_20260305_165403	
Has a doctor or nurse	remove		7yfxtL5jnix ATxOc8p5Mv SgeF6YfctP TlYp1dpIOX gUe3emJnI5 iWJogDFNzb myIlHwqsnox	7	2026-03-09T22:33:40.547146	run_20260305_165403	
Has anyone	remove		7Jci5ci2sl 7kD29consg 7yzl595i2se XJrh9cjhjg	4	2026-03-09T22:33:40.563053	run_20260305_165403	
Has anyone ever	remove		71Eeoqqo2se 7Jjxqcqsnig 7kAx9cqo2ix 7kLgo9co2jx 7ySi59o3jx Q1Uiq5inie QJ1bc55j2jg QJBlo99s3se Qk4iq5s2il Qke_99qs2il QyTlcq5onsg XJwgic5ohog mJA5ccjhix mynx995jnjg myvicqjnsg	15	2026-03-09T22:33:40.526211	run_20260305_165403	
Has anyone ever tried to	remove		7kAx9cqo2ix 7kLgo9co2jx QJ1bc55j2jg QyTlcq5onsg	4	2026-03-09T22:33:40.563058	run_20260305_165403	
Has anyone in your child's family had	remove		Qk7h5cjhox X1Mn5cohsl Xy42q5i3je mJZ259jhil	4	2026-03-09T22:33:40.563063	run_20260305_165403	
Has anyone in your child's family had any other type of communication disorder such as	remove		7Jthqcs2ix Qk63qqonsl QkGxncqo2og X1ll3q9s2sx XJq3q5o2sx XkZxnqqshox XyXln55i2il Xyye2qcihil m1s2q5jnil m1unc5jnse mJh25cs2ig my03cco3jl	12	2026-03-09T22:33:40.532023	run_20260305_165403	
Has s/he ever been diagnosed with any of the following	remove		7yoxjh9i2oe 7yuxjn5snig QJhgihcj3sl QJqgo3qihie XyKxi35j2je	5	2026-03-09T22:33:40.557702	run_20260305_165403	
Has the	remove		0WYe_2o5zB 0WyXo4OPKBr 0Z_HC_dXCst 0dxtRrsBKo 2FQ5m6CZ2j 3Xs6TEBn9g 4UP3rTN7bSC 4dIBZmpYaT 5aZCmqqmyuT 5fMmMU7v81C 71TxRL9ihjx 77QVexF5BZW 7keZ0Lqi3se 7kqe0Icinoe 7yCl0U9inog 7yjlCU5onig 9dr5_wgoCq B1hanJmUKV BZ4N_A1Rt9C Bv4LKk3I0s CC0eXH53kEg FY1dBEWvNo Jr6ovjNMZHj NF79GhBwdA R1gdrG8SFdj S4068_Z2n57 SwcA6Q72axD WxgWng8XuA5 _nK3KvQfQ bqABpMmsh5b djhSr4SYwGV f2_B1yuSf hBg5kE36ebD jbC8hQYd2u mFX0Yw09e6Q mkyeiw5o2jg nAPFKE_Tcg6 nUgGwnUReU oc_dRV8igK pmNKgr4t96r q1Sfd2VAcAY r0EX6U0e5og rYKmLzMwb rkCEHJt7n3o s1ahcn_AqnR sspfWfrAVAZ u_QFa974HMq wJhREwQuF0O	48	2026-03-09T22:33:40.506472	run_20260305_165403	
Has the child	remove		71TxRL9ihjx 7keZ0Lqi3se 7kqe0Icinoe 7yCl0U9inog 7yjlCU5onig mkyeiw5o2jg	6	2026-03-09T22:33:40.551025	run_20260305_165403	
Has the participant ever	remove		0WyXo4OPKBr 0Z_HC_dXCst 4UP3rTN7bSC 5aZCmqqmyuT 77QVexF5BZW BZ4N_A1Rt9C CC0eXH53kEg Jr6ovjNMZHj S4068_Z2n57 SwcA6Q72axD WxgWng8XuA5 djhSr4SYwGV hBg5kE36ebD mFX0Yw09e6Q nAPFKE_Tcg6 pmNKgr4t96r q1Sfd2VAcAY r0EX6U0e5og rkCEHJt7n3o s1ahcn_AqnR sspfWfrAVAZ u_QFa974HMq	22	2026-03-09T22:33:40.519604	run_20260305_165403	
Has the patient	remove		0WYe_2o5zB 0dxtRrsBKo 2FQ5m6CZ2j 3Xs6TEBn9g 4dIBZmpYaT 9dr5_wgoCq B1hanJmUKV Bv4LKk3I0s FY1dBEWvNo NF79GhBwdA _nK3KvQfQ f2_B1yuSf jbC8hQYd2u oc_dRV8igK rYKmLzMwb	15	2026-03-09T22:33:40.526218	run_20260305_165403	
Has your child	remove		719ez29jnig 71CxZn5i2il 71rgojqo2sl 7JcgZh9ohsg 7k7hwcs3oe 7kheooqs3il 7yFeG35o3ix 7yoxjh9i2oe 7yuxjn5snig EaqUhAqhtS Q1ggosqjnse QJ3lMh5o2ie QJhgihcj3sl QJqgo3qihie QkZ_iiqjnsg Qkf_c89shse QkvxM39jhjg X1bxioqonje XJalb3qjhix XyKxi35j2je XyrxMh5onie m1QXnconsx mk0xjoqi3jl mk6lis5ohjx mkjgGn5ihox myOlos9insl wmElYxqGV_	27	2026-03-09T22:33:40.515662	run_20260305_165403	
Has your child ever	remove		719ez29jnig 71CxZn5i2il 71rgojqo2sl 7JcgZh9ohsg 7k7hwcs3oe 7kheooqs3il 7yFeG35o3ix 7yoxjh9i2oe 7yuxjn5snig Q1ggosqjnse QJ3lMh5o2ie QJhgihcj3sl QJqgo3qihie QkZ_iiqjnsg QkvxM39jhjg XJalb3qjhix XyKxi35j2je XyrxMh5onie m1QXnconsx mk6lis5ohjx myOlos9insl wmElYxqGV_	22	2026-03-09T22:33:40.519622	run_20260305_165403	
Has your child ever been	remove		71CxZn5i2il 7k7hwcs3oe 7yoxjh9i2oe 7yuxjn5snig QJhgihcj3sl QJqgo3qihie XyKxi35j2je wmElYxqGV_	8	2026-03-09T22:33:40.542933	run_20260305_165403	
Has your difficulty with sleeping occurred or worsened during any of the following conditions	remove		7J1WHnco2jx 7yTgS25ohjl XkReS35snoe m1xZHn5s2og	4	2026-03-09T22:33:40.563067	run_20260305_165403	
Have you	remove		00bW3SYbdj 3KyiLcD30 71_nKYJlQ 71gSEKylm 71hVkLVkyx 71p3vt1e7 7JDeAv9i2jl 7JFcOy_hk7l 7yDlC85ohoe GEMpep57QS HbikYLI1cK Khj8At0p0B X1Uauci3ig Xk2cOyd2yml Xy95Oyd3JQx bWTL7g2h9T lUgDneYpZS m1Xlg_qjhil m1s6_5i3sg m9bE3j6zW mk0F55onjg my3JvFJgm myfeE8cihix myra8qj2ix oHakpj1O_b qHn2qJRXiA	26	2026-03-09T22:33:40.516629	run_20260305_165403	
Have you been	remove		7kFxUics3ox 7yaX_5shix MAz4KULLkt Q15J5cjnje QJ2muqo3sg RqZ9M3XGo8 XkQ9Y9s3ig YxBLn5FhIg _HLvIOIsh9 amC6qwn9_d cDCbua93l e2jkUH_oB m1W_Yqqihil mJV1qKmI7L mkCQOcihjx mkG7vqihjl mktPscinie my4w85j2je ssHn6S28m xCGaAepbRp	20	2026-03-09T22:33:40.520895	run_20260305_165403	
Have you been diagnosed with	remove		7yaX_5shix MAz4KULLkt Q15J5cjnje XkQ9Y9s3ig mkCQOcihjx mkG7vqihjl	6	2026-03-09T22:33:40.551035	run_20260305_165403	
Have you ever	remove		1lG0rnwQzq 3_J_5WKnXp 3obzAQtT4e 61XPBSQCdsd 6PoeH4zhVKh 710g_i9jnil 714xKsqshsl 715xq59shie 71Be99ci2sx 71Csqqshse 71El7Pqs3ie 71HIo9onsl 71Nb39jhix 71OHj9j2ie 71wNFcshil 71yeAv9s2ig 7JIcc5onol 7JRNYcj2ig 7JWgj59onjg 7Jxx_vcjhox 7k4b599jnol 7k58v5jhil 7kFHn5ihse 7kHci9inie 7kIe559s3se 7kPCv5o3ie 7k_V9cinox 7kbXv5jhse 7kb_ds5j3og 7kbeKv5onjx 7yGbyi9ihje 7yLYiqo3ix 7yXli9cjnsg 7yYVqcs3ie 7ydesqco2ix 7ye8o9i2ig 7ykgus5j2jl 7ylvo5i3jl 7ywgq59j3oe 7yxl7D9shog 7yylFocohoe Q15hLqi3sg Q1Hq9csnox Q1Jeic5ihoe Q1SZn5j2ie Q1T7D5s2jl Q1Xwqihil Q1_VOcjnil Q1_XPqi2sg Q1cSnqonog Q1l_yD5s3sl Q1lgi5cjnsl Q1m_5c9onse Q1pxYici2sx Q1wmvci3se QJ8gUj9i2se QJSbc9cj2je QJWx8jcj2ie QJXW25ihsg QJa555j3jl QJgZyocjhie QJlgADqi3sl QJmenIcjhje Qk9jscs2og QkIWzPcs2jx QkIxU9co3og QkTo59o3jg QkZbmu9insg Qk_WGwqj3je Qkogb3cshoe Qkp4Fqi2jx QkzLo9s3jx QkzgFico2ol Qy4q9qo2sg Qy5Boco2je Qy7Lqi3jg Qy7j5co2ox Qy9ZGPqi3ol QyRQFv7Jkl Qy_8jcshie Qy_LPqo2je Qycj9shil QyieUiqj3oe QymIsqi2ig Qym_qocinol Qyzs99i2sx S39OYhNw74f UFi6nJLzN X1DBs5ohjg X1EWdsconse X1HG_9j2ix X1Ke9q9snsx X1O599s2sx X1_CD5ihix X1g_Vh9i3ix X1plj9ohse X1qHzSRk7 X1rxYUqsnil X1vqc5jhjl X1xx9s5ihog XJJlZD9j2ol XJYAPqi3ix XJfti9o3ie XJzEO9ihil Xk28Px8eX Xk4dqohsl XkAws5jhoe XkLbn5j3il XkYc55jnol XkelA89ihie XkwWMv9inog XyEe8cqi3sx XySjo5i2se Xy_rh9i3je Xyito9o3je Xyogptconol XyyeHv9j3sl _dnGk2TeHaR bKtWEAZsjmx fQMxDPkKyDf m11x5qconse m18Siqs2ig m1FWMP5i2ig m1Nzc9j2jl m1Sgwj5s2ig m1Ttoqsnig m1ZUj9onoe m1_RPcjhil m1b_0L5ohjl m1mlI9qi2il mJ0xVOcihog mJ9RPcjhie mJSeYoqs3og mJVgo9s2jx mJYgj5co2jx mJYxtoconix mJrJOcs2se mJvZyD5o2sx mJwlSv5s2ix mk1dcs3ol mkALDcsnie mkFxHD9s3jg mkMxi5co3og mkVxli5i2ie mkYeoqs3sg mkbgen5shje mkgGuTXykg mkiguocinol mklQPqjnjl mkzLER7Jyx my9cconjg myGl835shog myMlLc9i2ol myOe9c9i2sl my_bqqqo3ol myhdo9s3og mykgii9jnjx mym4O5inie myvg58co3se myyxQPqsnil qVF42RK8W sVMOiF46uv	162	2026-03-09T22:33:40.490300	run_20260305_165403	
Have you ever been	remove		71Nb39jhix 7k4b599jnol 7kbeKv5onjx 7ydesqco2ix Q1Hq9csnox Q1m_5c9onse QJ8gUj9i2se QJSbc9cj2je QJa555j3jl QJgZyocjhie QkzLo9s3jx Qy4q9qo2sg Qy7Lqi3jg QyRQFv7Jkl X1HG_9j2ix X1O599s2sx XJYAPqi3ix Xk28Px8eX XkYc55jnol XyEe8cqi3sx m11x5qconse m1_RPcjhil m1mlI9qi2il mJ9RPcjhie mJYgj5co2jx mJYxtoconix mJrJOcs2se mkALDcsnie my9cconjg myGl835shog myMlLc9i2ol my_bqqqo3ol qVF42RK8W	33	2026-03-09T22:33:40.512082	run_20260305_165403	
Have you ever been in any other situation in which you were	remove		7k4b599jnol 7ydesqco2ix QJSbc9cj2je mJYgj5co2jx	4	2026-03-09T22:33:40.563190	run_20260305_165403	
Have you ever had	remove		1lG0rnwQzq 6PoeH4zhVKh 710g_i9jnil 71Be99ci2sx 71HIo9onsl 71OHj9j2ie 7JRNYcj2ig 7Jxx_vcjhox 7kFHn5ihse 7kbXv5jhse 7kb_ds5j3og 7yGbyi9ihje 7yLYiqo3ix 7ywgq59j3oe 7yylFocohoe Q1SZn5j2ie Q1cSnqonog Q1l_yD5s3sl QJWx8jcj2ie QJmenIcjhje Qk9jscs2og QkIWzPcs2jx QkZbmu9insg Qk_WGwqj3je Qkp4Fqi2jx QkzgFico2ol Qy7j5co2ox Qy9ZGPqi3ol Qy_8jcshie QymIsqi2ig Qym_qocinol S39OYhNw74f X1DBs5ohjg X1EWdsconse X1plj9ohse X1vqc5jhjl X1xx9s5ihog XJJlZD9j2ol XJfti9o3ie Xk4dqohsl XkelA89ihie XkwWMv9inog XySjo5i2se Xy_rh9i3je Xyito9o3je XyyeHv9j3sl fQMxDPkKyDf m18Siqs2ig m1FWMP5i2ig m1Ttoqsnig m1ZUj9onoe mJ0xVOcihog mJVgo9s2jx mJvZyD5o2sx mkFxHD9s3jg mkVxli5i2ie mkYeoqs3sg mkiguocinol mklQPqjnjl myhdo9s3og mykgii9jnjx	61	2026-03-09T22:33:40.501874	run_20260305_165403	
Have you ever had a	remove		7Jxx_vcjhox QkZbmu9insg Qy7j5co2ox X1vqc5jhjl XkelA89ihie XySjo5i2se m1ZUj9onoe mJ0xVOcihog mkYeoqs3sg	9	2026-03-09T22:33:40.539684	run_20260305_165403	
Have you ever had an	remove		71Be99ci2sx 71OHj9j2ie 7ywgq59j3oe Q1l_yD5s3sl Qk9jscs2og Qy_8jcshie m18Siqs2ig mJvZyD5o2sx myhdo9s3og	9	2026-03-09T22:33:40.539692	run_20260305_165403	
Have you ever had any	remove		7kbXv5jhse 7yGbyi9ihje 7yylFocohoe Xyito9o3je m1Ttoqsnig mJVgo9s2jx mkFxHD9s3jg mkVxli5i2ie	8	2026-03-09T22:33:40.542958	run_20260305_165403	
Have you ever seen	remove		7JWgj59onjg 7yXli9cjnsg QJXW25ihsg XkLbn5j3il mkMxi5co3og myOe9c9i2sl	6	2026-03-09T22:33:40.551040	run_20260305_165403	
Have you ever seen or been present when	remove		715xq59shie 7kIe559s3se Q1Jeic5ihoe X1Ke9q9snsx	4	2026-03-09T22:33:40.563196	run_20260305_165403	
Have you ever smoked	remove		3_J_5WKnXp 7kHci9inie Q1pxYici2sx Qycj9shil m1Sgwj5s2ig	5	2026-03-09T22:33:40.557722	run_20260305_165403	
Have you ever used	remove		71El7Pqs3ie 7k_V9cinox 7yYVqcs3ie 7yxl7D9shog Q1T7D5s2jl m1Nzc9j2jl mkzLER7Jyx myyxQPqsnil	8	2026-03-09T22:33:40.542939	run_20260305_165403	
Have you had	remove		71ROocohig 7JNbXDcj2jx 7kJgvw9i2ol 7kmgwvcshil Q1G_nU5jhje Q1JsuJdhkme QJ9KFOQkJe QJElC8qs2sl QJOxIo5jnjg QJgYYY7LX8 QJs0t9jhsl Qkjo5j2je Qyyet9conig VMMgfM_6G X1IxVO5ihil X1Zxvvqo2il X1aNlYkunk7x XJ8uocohjg XJXghOcohsx XJkl2_qjnol Xk7eYoqinje XkBlDP5ohjg XklmI9i3oe Xkwexoqj3jg XylxyiaQk1e Xyoosqo2ol m1eno5i2oe mJ6ww9ohol mJbz_9jhix mkGWd9shox myDdohceJ	31	2026-03-09T22:33:40.513015	run_20260305_165403	
Have you had any	remove		7kJgvw9i2ol 7kmgwvcshil X1IxVO5ihil X1Zxvvqo2il X1aNlYkunk7x Xk7eYoqinje XkBlDP5ohjg Xkwexoqj3jg m1eno5i2oe mJ6ww9ohol myDdohceJ	11	2026-03-09T22:33:40.534009	run_20260305_165403	
Head Turns task	remove		Qkl_g8OpTL mJz_eIuTpL mkbbeIup68 myGgUO6T8	4	2026-03-09T22:33:40.563209	run_20260305_165403	
Head impact	remove		3mfb6EwLG NGYTElPDX Qkxwli5apU TqQaeY_ay X1Mgo9TTL X1xfgiqp6U _YDlZEZfA	7	2026-03-09T22:33:40.547151	run_20260305_165403	
Head impact peak	remove		5nB3uP4Vh 7yM7lo9668 7yWJxi5p6I 7yxgli5TpL QJW7xoc66L QyZxxj9pp8 Xygmes5pTI XygxiqTaI	8	2026-03-09T22:33:40.542970	run_20260305_165403	
Headache re-start	remove		Q1KQxF6TU QJfFXeY66U XkgKmeKa68 mk_KQlYppI	4	2026-03-09T22:33:40.563214	run_20260305_165403	
Health insurance	remove		25HwR_ydFu 7JHx4D9shog SPbY0QvTvgX _adEF6jbP jWuvGGd_pca mJIeVv9s2sx ney22VBtsD	7	2026-03-09T22:33:40.547165	run_20260305_165403	
Health problem interfere	remove		4wBiYVt7M8 7JMEAFFTpU 7a6th94Au6 7kfJAKFT68 7ybkAYt668 QJB0YY6aI QJN0KYTpI QJ_RKF6aL QJg70KF66U QJxRKtap8 QkQCYKa68 Qkf0KYTTL QyZ70ttaaL QyfzAYFa68 Qyg_RtFap8 URLNGmFnzJ XJlxCKKTaL XkMXCFKaa8 XkWxRFYTaI XkZS0FYpaL XyxrAFtTaL mJZzCttTTU mklf0Yta6U rOSguydegD	24	2026-03-09T22:33:40.518028	run_20260305_165403	
Height without shoes	remove		4p_Jh3nxlG Bw6S36bKNo UdsCfKTMI ioyqIS__vU ryZv08oLRy	5	2026-03-09T22:33:40.557731	run_20260305_165403	
Highest level of	remove		7kBl31lLhQM Eit3oBkjzt m1bcp9pLDI st9x3eFw0As vE1KIuwi16 ydhWMTCSb	6	2026-03-09T22:33:40.551051	run_20260305_165403	
Hispanic or Latino	remove		71Peuu5onie 7Jog_dqihox 7kLeoUcinox 7yHx__9ihjx JOOpR4_K9ha PtRlg7yLP_ QkLeOO5ohie QkYeuOqonsg X1ueOdcs3ix XJ3g_d9onjg XJonCuRjSG XkqeO_qonox mkfeb0bN11g yw_S55qTSV	14	2026-03-09T22:33:40.527640	run_20260305_165403	
History of Previous Travel - Country 1 -	remove		71XeGiqs3sl 7JJgfo9snix 7kNgMo5o2sl 7kqMi5s2ol QJelGoqo3ol QJozi5onsg XJ0fsqshol XkWeGo5shsg XkhMs9ohje m1Mxzs9ihie m1rlfj5insl mkTzs9ohog	12	2026-03-09T22:33:40.532046	run_20260305_165403	
Hospital admission	remove		71pflOV9srA 7yI_gOqRcQ Q1GKFbippI Qk_GYm5sB0 eJJJ7rY4hDz mk3qv5o3jl	6	2026-03-09T22:33:40.551077	run_20260305_165403	
Hours of sleep the subject got in a week between the ages of	remove		6o93JxUykD7 8PJt7MjPvB3 NR9YqSbtFdZ W4DFA8YE6mo hatsA2TfwYt mfxZQT2d5S8	6	2026-03-09T22:33:40.551082	run_20260305_165403	
Hours spent doing	remove		8ZUtK3ZFpT0 AC6fbKZbZqO NoZovAy1hXk Pok5Nc9P3sN WrUPEhEkuj7 XXUFmMQgUEY ZzXBfvk53z5 dQh55CAQAQX gSnXN8mRArg gunfSXbrcCf wahBhSdJCJu zdwv5wApQXA	12	2026-03-09T22:33:40.532053	run_20260305_165403	
How difficult	remove		7Jq_Oy_217x QyFFKJdnyXe X1uFFk_nk7e mJto2tzIkm mk9V2qi2ig	5	2026-03-09T22:33:40.557860	run_20260305_165403	
How far in school did	remove		Ex5a_h6iFZ GESd_nZZSh QyzR89jhsx XybRLqj3og	4	2026-03-09T22:33:40.563247	run_20260305_165403	
How long	remove		71HAw5shoe 7yCnu5ihjx Q1GW9q9jhse Q1ebZnconsl Sc5o0h0h4RJ XJx_m35s2je fBBBn5i6aR mJclX2qo3ig mkLgE8conjl myUg12Vq05m	10	2026-03-09T22:33:40.536320	run_20260305_165403	
How long did	remove		71stOoMo4 EyMwztdPw QkqlBv9i3oe mkMRocsnjl myNxNU5s3jx	5	2026-03-09T22:33:40.557866	run_20260305_165403	
